Dataset,ID,essay_content,Orignal_Info,topic,Generated_MEC,Generated_DEV,Generated_VOC,Generated_REL,Generated_ORG,Generated_STY,Generated_STR
QALB,145,**Replace with orignal text from QALB**,"Document_ID: ''p1_arizona201.ar'', Original_Split:Dev",اللغات,3,4,4,2,1,4,3
QALB,146,**Replace with orignal text from QALB**,"Document_ID: ''p1_arizona180.ar'', Original_Split:Dev",سياسية,3,3,4,1,4,4,3
QALB,147,**Replace with orignal text from QALB**,"Document_ID: ''p1_arizona187.ar'', Original_Split:Dev",الثقافة,2,3,3,2,4,3,3
QALB,149,**Replace with orignal text from QALB**,"Document_ID: ''p2_arizona212_c3.ar'', Original_Split:Dev",الإسلام,3,4,5,1,1,4,3
QALB,150,**Replace with orignal text from QALB**,"Document_ID: ''p2_arizona221_c2.ar'', Original_Split:Dev",سياسية,4,5,4,2,5,4,3
QALB,151,**Replace with orignal text from QALB**,"Document_ID: ''p2_arizona217_c2.ar'', Original_Split:Dev",سياسية,3,3,3,1,4,4,3
QALB,152,**Replace with orignal text from QALB**,"Document_ID: ''p2_arizona215_c3.ar'', Original_Split:Dev",اللغات,3,4,5,1,4,4,3
QALB,153,**Replace with orignal text from QALB**,"Document_ID: ''p2_arizona233_c1.ar'', Original_Split:Dev",الثقافة,3,4,4,2,5,4,3
QALB,154,**Replace with orignal text from QALB**,"Document_ID: ''S002_T2_M_Pre_NNAS_W_C_001.ar'', Original_Split:Train",التعليم,4,5,4,2,4,3,3
QALB,155,**Replace with orignal text from QALB**,"Document_ID: ''S008_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Train",السفر,2,3,3,2,2,1,3
QALB,156,**Replace with orignal text from QALB**,"Document_ID: ''S014_T2_M_Pre_NNAS_W_C_001.ar'', Original_Split:Train",التعليم,2,4,3,2,2,2,3
QALB,157,**Replace with orignal text from QALB**,"Document_ID: ''S025_T2_M_Pre_NNAS_W_C_001.ar'', Original_Split:Train",التعليم,2,3,3,1,3,2,3
QALB,158,**Replace with orignal text from QALB**,"Document_ID: ''S001_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Train",السفر,3,4,4,2,4,3,3
QALB,159,**Replace with orignal text from QALB**,"Document_ID: ''S019_T4_M_Pre_NNAS_W_H_001.ar'', Original_Split:Train",التعليم,2,3,2,2,2,2,3
QALB,160,**Replace with orignal text from QALB**,"Document_ID: ''S017_T2_M_Pre_NNAS_W_C_001.ar'', Original_Split:Train",التعليم,4,4,3,2,2,2,3
QALB,161,**Replace with orignal text from QALB**,"Document_ID: ''S018_T3_M_Pre_NNAS_W_H_001.ar'', Original_Split:Train",التعليم,3,3,3,1,2,3,3
QALB,162,**Replace with orignal text from QALB**,"Document_ID: ''S014_T4_M_Pre_NNAS_W_H_001.ar'', Original_Split:Train",التعليم,4,4,3,2,3,2,3
QALB,163,**Replace with orignal text from QALB**,"Document_ID: ''S022_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Train",السفر,3,3,3,2,4,2,3
QALB,164,**Replace with orignal text from QALB**,"Document_ID: ''S011_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Train",السفر,3,3,3,2,4,2,3
QALB,165,**Replace with orignal text from QALB**,"Document_ID: ''S006_T2_M_Pre_NNAS_W_C_001.ar'', Original_Split:Train",التعليم,3,3,2,2,2,2,3
QALB,166,**Replace with orignal text from QALB**,"Document_ID: ''S022_T2_M_Pre_NNAS_W_C_001.ar'', Original_Split:Train",التعليم,2,4,3,2,3,2,2
QALB,167,**Replace with orignal text from QALB**,"Document_ID: ''S007_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Train",السفر,2,3,2,1,3,2,3
QALB,168,**Replace with orignal text from QALB**,"Document_ID: ''S015_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Train",السفر,2,3,2,2,2,1,3
QALB,169,**Replace with orignal text from QALB**,"Document_ID: ''S012_T2_M_Pre_NNAS_W_C_001.ar'', Original_Split:Train",التعليم,2,3,3,2,2,2,3
QALB,170,**Replace with orignal text from QALB**,"Document_ID: ''S009_T3_M_Pre_NNAS_W_H_001.ar'', Original_Split:Train",السفر,3,3,3,2,4,3,3
QALB,171,**Replace with orignal text from QALB**,"Document_ID: ''S023_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Train",السفر,3,3,3,2,3,2,3
QALB,172,**Replace with orignal text from QALB**,"Document_ID: ''S020_T3_M_Pre_NNAS_W_H_001.ar'', Original_Split:Train",السفر,3,3,3,2,2,2,3
QALB,173,**Replace with orignal text from QALB**,"Document_ID: ''S004_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Train",السفر,4,5,4,2,4,3,3
QALB,174,**Replace with orignal text from QALB**,"Document_ID: ''S012_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Train",السفر,2,2,2,2,2,1,3
QALB,175,**Replace with orignal text from QALB**,"Document_ID: ''S022_T3_M_Pre_NNAS_W_H_001.ar'', Original_Split:Train",السفر,2,4,3,2,3,2,3
QALB,176,**Replace with orignal text from QALB**,"Document_ID: ''S016_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Train",السفر,3,3,3,1,2,2,3
QALB,177,**Replace with orignal text from QALB**,"Document_ID: ''S119_T2_M_Pre_NNAS_W_C_001.ar'', Original_Split:Train",التعليم,3,3,2,1,2,2,3
QALB,178,**Replace with orignal text from QALB**,"Document_ID: ''S100_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Train",السفر,2,3,3,2,4,2,3
QALB,179,**Replace with orignal text from QALB**,"Document_ID: ''S118_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Train",السفر,4,4,3,2,4,3,4
QALB,180,**Replace with orignal text from QALB**,"Document_ID: ''S123_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Train",السفر,2,4,3,2,4,3,3
QALB,181,**Replace with orignal text from QALB**,"Document_ID: ''S036_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Train",السفر,2,3,3,2,3,2,3
QALB,182,**Replace with orignal text from QALB**,"Document_ID: ''S114_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Train",السفر,3,4,3,2,3,3,3
QALB,183,**Replace with orignal text from QALB**,"Document_ID: ''S113_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Train",السفر,2,4,3,2,3,2,3
QALB,184,**Replace with orignal text from QALB**,"Document_ID: ''S094_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Train",السفر,2,3,3,2,3,2,3
QALB,185,**Replace with orignal text from QALB**,"Document_ID: ''S030_T2_M_Pre_NNAS_W_C_001.ar'', Original_Split:Train",التعليم,3,3,3,2,1,1,3
QALB,186,**Replace with orignal text from QALB**,"Document_ID: ''S032_T2_M_Pre_NNAS_W_C_001.ar'', Original_Split:Train",التعليم,2,3,2,1,2,2,3
QALB,187,**Replace with orignal text from QALB**,"Document_ID: ''S034_T2_M_Pre_NNAS_W_C_001.ar'', Original_Split:Train",التعليم,2,3,2,2,3,2,3
QALB,188,**Replace with orignal text from QALB**,"Document_ID: ''S103_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Train",السفر,2,2,2,1,2,2,3
QALB,189,**Replace with orignal text from QALB**,"Document_ID: ''S114_T2_M_Pre_NNAS_W_C_001.ar'', Original_Split:Train",التعليم,3,4,3,2,3,2,3
QALB,190,**Replace with orignal text from QALB**,"Document_ID: ''S123_T2_M_Pre_NNAS_W_C_001.ar'', Original_Split:Train",التعليم,3,4,4,2,4,3,3
QALB,191,**Replace with orignal text from QALB**,"Document_ID: ''S118_T2_M_Pre_NNAS_W_C_001.ar'', Original_Split:Train",التعليم,3,5,4,2,4,4,3
QALB,192,**Replace with orignal text from QALB**,"Document_ID: ''S113_T2_M_Pre_NNAS_W_C_001.ar'', Original_Split:Train",التعليم,4,4,4,2,4,3,3
QALB,193,**Replace with orignal text from QALB**,"Document_ID: ''S125_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Train",السفر,3,3,3,1,4,2,3
QALB,194,**Replace with orignal text from QALB**,"Document_ID: ''S031_T2_M_Pre_NNAS_W_C_001.ar'', Original_Split:Train",التعليم,2,3,2,1,1,1,3
QALB,195,**Replace with orignal text from QALB**,"Document_ID: ''S029_T2_M_Pre_NNAS_W_C_001.ar'', Original_Split:Train",التعليم,2,3,3,2,2,2,3
QALB,196,**Replace with orignal text from QALB**,"Document_ID: ''S111_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Train",السفر,2,2,2,1,2,1,3
QALB,197,**Replace with orignal text from QALB**,"Document_ID: ''S105_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Train",السفر,2,3,3,1,4,2,3
QALB,198,**Replace with orignal text from QALB**,"Document_ID: ''S035_T2_M_Pre_NNAS_W_C_001.ar'', Original_Split:Train",التعليم,4,3,3,2,2,2,2
QALB,199,**Replace with orignal text from QALB**,"Document_ID: ''S120_T2_M_Pre_NNAS_W_C_001.ar'', Original_Split:Train",التعليم,3,4,3,2,4,3,3
QALB,200,**Replace with orignal text from QALB**,"Document_ID: ''S153_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Train",السفر,2,3,3,1,3,2,3
QALB,201,**Replace with orignal text from QALB**,"Document_ID: ''S132_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Train",السفر,3,3,3,2,4,2,3
QALB,202,**Replace with orignal text from QALB**,"Document_ID: ''S136_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Train",السفر,2,4,3,2,3,3,3
QALB,203,**Replace with orignal text from QALB**,"Document_ID: ''S129_T2_M_Pre_NNAS_W_C_001.ar'', Original_Split:Train",التعليم,2,2,2,1,2,2,3
QALB,204,**Replace with orignal text from QALB**,"Document_ID: ''S126_T2_M_Pre_NNAS_W_C_001.ar'', Original_Split:Train",التعليم,3,4,4,1,4,2,3
QALB,205,**Replace with orignal text from QALB**,"Document_ID: ''S140_T2_M_Pre_NNAS_W_C_001.ar'', Original_Split:Train",التعليم,3,4,3,2,4,4,3
QALB,206,**Replace with orignal text from QALB**,"Document_ID: ''S130_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Train",السفر,3,3,3,2,3,3,3
QALB,207,**Replace with orignal text from QALB**,"Document_ID: ''S151_T2_M_Pre_NNAS_W_C_001.ar'', Original_Split:Train",التعليم,2,3,2,2,2,2,3
QALB,208,**Replace with orignal text from QALB**,"Document_ID: ''S144_T2_M_Pre_NNAS_W_C_001.ar'', Original_Split:Train",التعليم,2,2,2,1,1,1,1
QALB,209,**Replace with orignal text from QALB**,"Document_ID: ''S142_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Train",السفر,2,2,3,1,2,2,3
QALB,210,**Replace with orignal text from QALB**,"Document_ID: ''S127_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Train",السفر,2,4,3,2,4,2,3
QALB,211,**Replace with orignal text from QALB**,"Document_ID: ''S128_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Train",السفر,3,5,4,1,4,3,3
QALB,212,**Replace with orignal text from QALB**,"Document_ID: ''S191_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Train",التعليم,3,4,4,2,3,2,3
QALB,213,**Replace with orignal text from QALB**,"Document_ID: ''S169_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Train",السفر,2,3,2,1,2,2,3
QALB,214,**Replace with orignal text from QALB**,"Document_ID: ''S166_T2_M_Pre_NNAS_W_C_001.ar'', Original_Split:Train",التعليم,1,3,2,1,1,1,1
QALB,215,**Replace with orignal text from QALB**,"Document_ID: ''S155_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Train",السفر,3,4,4,2,4,3,3
QALB,216,**Replace with orignal text from QALB**,"Document_ID: ''S192_T2_M_Pre_NNAS_W_C_001.ar'', Original_Split:Train",التعليم,1,1,2,1,1,1,1
QALB,217,**Replace with orignal text from QALB**,"Document_ID: ''S170_T2_M_Pre_NNAS_W_C_001.ar'', Original_Split:Train",التعليم,1,3,2,2,2,2,3
QALB,218,**Replace with orignal text from QALB**,"Document_ID: ''S164_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Train",السفر,3,3,3,2,2,2,3
QALB,219,**Replace with orignal text from QALB**,"Document_ID: ''S175_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Train",السفر,3,3,3,2,4,2,3
QALB,220,**Replace with orignal text from QALB**,"Document_ID: ''S173_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Train",السفر,1,2,2,1,2,1,3
QALB,221,**Replace with orignal text from QALB**,"Document_ID: ''S171_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Train",السفر,3,3,3,2,4,2,3
QALB,222,**Replace with orignal text from QALB**,"Document_ID: ''S179_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Train",السفر,1,2,2,2,2,1,3
QALB,223,**Replace with orignal text from QALB**,"Document_ID: ''S172_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Train",السفر,2,3,3,2,4,2,3
QALB,224,**Replace with orignal text from QALB**,"Document_ID: ''S193_T2_M_Pre_NNAS_W_C_001.ar'', Original_Split:Train",التعليم,3,3,3,2,2,2,3
QALB,225,**Replace with orignal text from QALB**,"Document_ID: ''S171_T2_M_Pre_NNAS_W_C_001.ar'', Original_Split:Train",التعليم,2,3,3,2,3,2,3
QALB,226,**Replace with orignal text from QALB**,"Document_ID: ''S165_T2_M_Pre_NNAS_W_C_001.ar'', Original_Split:Train",التعليم,3,3,3,1,2,2,3
QALB,227,**Replace with orignal text from QALB**,"Document_ID: ''S182_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Train",السفر,3,5,4,1,5,3,3
QALB,228,**Replace with orignal text from QALB**,"Document_ID: ''S174_T2_M_Pre_NNAS_W_C_001.ar'', Original_Split:Train",التعليم,1,3,2,1,2,1,3
QALB,229,**Replace with orignal text from QALB**,"Document_ID: ''S170_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Train",السفر,2,2,2,2,2,2,3
QALB,230,**Replace with orignal text from QALB**,"Document_ID: ''S161_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Train",السفر,3,3,3,2,4,3,3
QALB,231,**Replace with orignal text from QALB**,"Document_ID: ''S157_T2_M_Pre_NNAS_W_C_001.ar'', Original_Split:Train",التعليم,2,3,2,2,2,2,3
QALB,232,**Replace with orignal text from QALB**,"Document_ID: ''S184_T2_M_Pre_NNAS_W_C_001.ar'', Original_Split:Train",التعليم,2,3,2,1,2,1,3
QALB,233,**Replace with orignal text from QALB**,"Document_ID: ''S196_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Train",السفر,1,3,2,2,2,1,3
QALB,234,**Replace with orignal text from QALB**,"Document_ID: ''S213_T2_M_Pre_NNAS_W_C_001.ar'', Original_Split:Train",التعليم,1,1,1,1,1,1,1
QALB,235,**Replace with orignal text from QALB**,"Document_ID: ''S222_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Train",السفر,3,2,3,1,4,2,3
QALB,236,**Replace with orignal text from QALB**,"Document_ID: ''S203_T2_M_Pre_NNAS_W_C_001.ar'', Original_Split:Train",التعليم,3,5,3,2,4,4,3
QALB,237,**Replace with orignal text from QALB**,"Document_ID: ''S230_T2_F_Pre_NNAS_W_H_001.ar'', Original_Split:Train",التعليم,2,4,3,1,3,3,3
QALB,238,**Replace with orignal text from QALB**,"Document_ID: ''S226_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Train",السفر,1,3,2,1,2,1,1
QALB,239,**Replace with orignal text from QALB**,"Document_ID: ''S210_T1_M_Pre_NNAS_W_H_001.ar'', Original_Split:Train",السفر,1,2,2,2,2,1,3
QALB,240,**Replace with orignal text from QALB**,"Document_ID: ''S234_T2_F_Pre_NNAS_W_H_001.ar'', Original_Split:Train",التعليم,3,4,3,2,2,2,2
QALB,241,**Replace with orignal text from QALB**,"Document_ID: ''S199_T2_M_Pre_NNAS_W_C_001.ar'', Original_Split:Train",التعليم,3,4,3,2,3,3,3
QALB,242,**Replace with orignal text from QALB**,"Document_ID: ''S221_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Train",السفر,1,1,2,1,1,1,1
QALB,243,**Replace with orignal text from QALB**,"Document_ID: ''S224_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Train",السفر,2,2,2,2,1,1,3
QALB,244,**Replace with orignal text from QALB**,"Document_ID: ''S225_T2_M_Pre_NNAS_W_C_001.ar'', Original_Split:Train",التعليم,2,2,2,1,1,1,1
QALB,245,**Replace with orignal text from QALB**,"Document_ID: ''S217_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Train",اللغات,4,3,3,1,2,2,3
QALB,246,**Replace with orignal text from QALB**,"Document_ID: ''S233_T2_F_Pre_NNAS_W_H_001.ar'', Original_Split:Train",التعليم,2,3,3,2,2,2,3
QALB,247,**Replace with orignal text from QALB**,"Document_ID: ''S216_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Train",السفر,1,1,1,1,1,1,1
QALB,248,**Replace with orignal text from QALB**,"Document_ID: ''S238_T1_F_Pre_NNAS_W_H_001.ar'', Original_Split:Train",السفر,1,1,1,1,1,1,1
QALB,249,**Replace with orignal text from QALB**,"Document_ID: ''S204_T2_M_Pre_NNAS_W_C_001.ar'', Original_Split:Train",التعليم,2,4,3,1,2,3,3
QALB,250,**Replace with orignal text from QALB**,"Document_ID: ''S231_T1_F_Pre_NNAS_W_H_001.ar'', Original_Split:Train",السفر,3,3,3,1,2,2,3
QALB,251,**Replace with orignal text from QALB**,"Document_ID: ''S240_T2_F_Pre_NNAS_W_H_001.ar'', Original_Split:Train",التعليم,2,3,2,2,2,1,1
QALB,252,**Replace with orignal text from QALB**,"Document_ID: ''S219_T2_M_Pre_NNAS_W_C_001.ar'', Original_Split:Train",السفر,1,1,1,1,1,1,1
QALB,253,**Replace with orignal text from QALB**,"Document_ID: ''S244_T1_F_Pre_NNAS_W_H_001.ar'', Original_Split:Train",السفر,2,2,2,1,2,2,3
QALB,254,**Replace with orignal text from QALB**,"Document_ID: ''S223_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Train",السفر,1,3,2,1,2,1,3
QALB,255,**Replace with orignal text from QALB**,"Document_ID: ''S243_T2_F_Pre_NNAS_W_H_001.ar'', Original_Split:Train",التعليم,2,4,3,2,3,2,3
QALB,256,**Replace with orignal text from QALB**,"Document_ID: ''S230_T1_F_Pre_NNAS_W_H_001.ar'', Original_Split:Train",السفر,3,3,3,1,3,2,3
QALB,257,**Replace with orignal text from QALB**,"Document_ID: ''S213_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Train",السفر,2,3,3,1,2,2,3
QALB,258,**Replace with orignal text from QALB**,"Document_ID: ''S212_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Train",السفر,1,1,1,1,1,1,1
QALB,259,**Replace with orignal text from QALB**,"Document_ID: ''S233_T1_F_Pre_NNAS_W_H_001.ar'', Original_Split:Train",السفر,2,3,3,2,3,2,3
QALB,260,**Replace with orignal text from QALB**,"Document_ID: ''S211_T2_M_Pre_NNAS_W_H_001.ar'', Original_Split:Train",التعليم,1,3,2,1,1,1,1
QALB,261,**Replace with orignal text from QALB**,"Document_ID: ''S200_T2_M_Pre_NNAS_W_C_001.ar'', Original_Split:Train",التعليم,3,5,3,2,4,3,3
QALB,262,**Replace with orignal text from QALB**,"Document_ID: ''S247_T1_F_Pre_NNAS_W_H_001.ar'', Original_Split:Train",السفر,1,1,2,1,1,1,1
QALB,263,**Replace with orignal text from QALB**,"Document_ID: ''S255_T2_M_Pre_NNAS_W_C_001.ar'', Original_Split:Train",التعليم,2,4,3,2,3,2,3
QALB,264,**Replace with orignal text from QALB**,"Document_ID: ''S285_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Train",التعليم,2,3,3,1,3,2,3
QALB,265,**Replace with orignal text from QALB**,"Document_ID: ''S294_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Train",التعليم,2,3,2,2,2,1,3
QALB,266,**Replace with orignal text from QALB**,"Document_ID: ''S258_T2_M_Pre_NNAS_W_C_001.ar'', Original_Split:Train",التعليم,3,4,3,2,3,3,3
QALB,267,**Replace with orignal text from QALB**,"Document_ID: ''S268_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Train",السفر,3,3,3,2,4,3,3
QALB,268,**Replace with orignal text from QALB**,"Document_ID: ''S280_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Train",التعليم,2,4,3,2,3,3,3
QALB,269,**Replace with orignal text from QALB**,"Document_ID: ''S247_T2_F_Pre_NNAS_W_H_001.ar'', Original_Split:Train",التعليم,3,2,2,1,1,1,1
QALB,270,**Replace with orignal text from QALB**,"Document_ID: ''S250_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Train",السفر,2,3,3,2,3,2,3
QALB,271,**Replace with orignal text from QALB**,"Document_ID: ''S249_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Train",السفر,2,3,3,2,3,2,3
QALB,272,**Replace with orignal text from QALB**,"Document_ID: ''S261_T2_M_Pre_NNAS_W_C_001.ar'', Original_Split:Train",التعليم,2,2,2,1,2,1,3
QALB,273,**Replace with orignal text from QALB**,"Document_ID: ''S295_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Train",السفر,4,4,5,2,4,3,3
QALB,274,**Replace with orignal text from QALB**,"Document_ID: ''S263_T2_M_Pre_NNAS_W_C_001.ar'', Original_Split:Train",التعليم,3,3,3,1,2,2,3
QALB,275,**Replace with orignal text from QALB**,"Document_ID: ''S267_T2_M_Pre_NNAS_W_C_001.ar'', Original_Split:Train",التعليم,1,3,2,1,2,1,3
QALB,276,**Replace with orignal text from QALB**,"Document_ID: ''S248_T2_F_Pre_NNAS_W_H_001.ar'', Original_Split:Train",التعليم,2,2,2,1,2,1,1
QALB,277,**Replace with orignal text from QALB**,"Document_ID: ''S292_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Train",التعليم,2,4,3,1,3,2,3
QALB,278,**Replace with orignal text from QALB**,"Document_ID: ''S299_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Train",السفر,2,3,3,2,4,2,3
QALB,279,**Replace with orignal text from QALB**,"Document_ID: ''S249_T2_M_Pre_NNAS_W_C_001.ar'', Original_Split:Train",التعليم,3,5,3,2,4,3,3
QALB,280,**Replace with orignal text from QALB**,"Document_ID: ''S255_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Train",السفر,2,3,2,2,3,2,3
QALB,281,**Replace with orignal text from QALB**,"Document_ID: ''S326_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Train",السفر,2,2,2,2,2,1,3
QALB,282,**Replace with orignal text from QALB**,"Document_ID: ''S345_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Train",التعليم,4,5,4,1,4,3,4
QALB,283,**Replace with orignal text from QALB**,"Document_ID: ''S323_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Train",السفر,2,3,3,2,4,3,3
QALB,284,**Replace with orignal text from QALB**,"Document_ID: ''S316_T2_M_Pre_NNAS_W_C_001.ar'', Original_Split:Train",التعليم,1,3,3,2,2,2,3
QALB,285,**Replace with orignal text from QALB**,"Document_ID: ''S333_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Train",التعليم,3,4,3,1,4,3,3
QALB,286,**Replace with orignal text from QALB**,"Document_ID: ''S335_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Train",التعليم,2,3,3,1,2,2,3
QALB,287,**Replace with orignal text from QALB**,"Document_ID: ''S344_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Train",التعليم,2,3,2,1,2,2,3
QALB,288,**Replace with orignal text from QALB**,"Document_ID: ''S314_T2_M_Pre_NNAS_W_C_001.ar'', Original_Split:Train",التعليم,2,3,2,1,2,2,3
QALB,289,**Replace with orignal text from QALB**,"Document_ID: ''S305_T2_M_Pre_NNAS_W_C_001.ar'', Original_Split:Train",التعليم,4,5,4,2,4,3,3
QALB,290,**Replace with orignal text from QALB**,"Document_ID: ''S322_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Train",السفر,3,4,3,1,4,4,3
QALB,291,**Replace with orignal text from QALB**,"Document_ID: ''S339_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Train",التعليم,2,4,3,2,1,3,3
QALB,292,**Replace with orignal text from QALB**,"Document_ID: ''S311_T2_M_Pre_NNAS_W_C_001.ar'', Original_Split:Train",التعليم,4,3,5,1,4,3,3
QALB,293,**Replace with orignal text from QALB**,"Document_ID: ''S330_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Train",السفر,2,3,2,2,2,1,3
QALB,294,**Replace with orignal text from QALB**,"Document_ID: ''S313_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Train",السفر,3,4,4,2,4,3,3
QALB,295,**Replace with orignal text from QALB**,"Document_ID: ''S317_T2_M_Pre_NNAS_W_C_001.ar'', Original_Split:Train",التعليم,4,5,4,2,4,4,3
QALB,296,**Replace with orignal text from QALB**,"Document_ID: ''S318_T2_M_Pre_NNAS_W_C_001.ar'', Original_Split:Train",التعليم,2,3,3,1,2,2,3
QALB,297,**Replace with orignal text from QALB**,"Document_ID: ''S334_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Train",التعليم,3,5,3,2,3,3,3
QALB,298,**Replace with orignal text from QALB**,"Document_ID: ''S464_T1_F_Pre_NNAS_W_C_001.ar'', Original_Split:Train",السفر,3,3,3,2,4,2,3
QALB,299,**Replace with orignal text from QALB**,"Document_ID: ''S378_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Train",السفر,2,3,2,1,2,2,3
QALB,300,**Replace with orignal text from QALB**,"Document_ID: ''S452_T1_F_Pre_NNAS_W_H_001.ar'', Original_Split:Train",السفر,3,3,3,1,2,2,3
QALB,301,**Replace with orignal text from QALB**,"Document_ID: ''S456_T1_F_Pre_NNAS_W_H_001.ar'', Original_Split:Train",السفر,2,2,2,1,2,1,3
QALB,302,**Replace with orignal text from QALB**,"Document_ID: ''S389_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Train",السفر,3,3,3,2,3,2,3
QALB,303,**Replace with orignal text from QALB**,"Document_ID: ''S466_T2_F_Pre_NNAS_W_C_001.ar'', Original_Split:Train",التعليم,2,2,2,1,2,1,3
QALB,304,**Replace with orignal text from QALB**,"Document_ID: ''S390_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Train",التعليم,2,3,2,2,2,2,3
QALB,305,**Replace with orignal text from QALB**,"Document_ID: ''S460_T2_F_Pre_NNAS_W_C_001.ar'', Original_Split:Train",التعليم,3,4,3,2,2,2,3
QALB,306,**Replace with orignal text from QALB**,"Document_ID: ''S457_T1_F_Pre_NNAS_W_H_001.ar'', Original_Split:Train",السفر,2,2,3,2,3,2,3
QALB,307,**Replace with orignal text from QALB**,"Document_ID: ''S461_T2_F_Pre_NNAS_W_C_001.ar'', Original_Split:Train",التعليم,4,4,3,2,3,3,3
QALB,308,**Replace with orignal text from QALB**,"Document_ID: ''S368_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Train",التعليم,3,4,3,1,3,3,2
QALB,309,**Replace with orignal text from QALB**,"Document_ID: ''S366_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Train",التعليم,2,3,2,2,1,1,1
QALB,310,**Replace with orignal text from QALB**,"Document_ID: ''S381_T1_M_Pre_NNAS_W_C_001.ar'', Original_Split:Train",التعليم,2,3,3,1,3,2,3
